Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Richmond/Norfolk,Weekly,"2021-04-18 00:00:00",Organic,1.110793136,38135.47,41.58,1443.85,6.50,34502.15,,,,2141.39
Roanoke,Weekly,"2021-04-18 00:00:00",Organic,1.320442014,15848.74,30.01,1064.78,0.00,12392.44,,,,2361.50
Sacramento,Weekly,"2021-04-18 00:00:00",Organic,1.635190062,28758.60,3115.25,2995.46,0.00,19298.95,,,,3348.93
"San Diego",Weekly,"2021-04-18 00:00:00",Organic,1.895068201,37945.45,714.93,1306.50,0.00,19879.99,,,,16044.03
"San Francisco",Weekly,"2021-04-18 00:00:00",Organic,1.891191946,80559.40,3288.71,4841.89,0.00,53277.00,,,,19151.79
Seattle,Weekly,"2021-04-18 00:00:00",Organic,2.199521109,69285.68,1046.23,5458.98,0.00,25776.91,,,,37003.56
"South Carolina",Weekly,"2021-04-18 00:00:00",Organic,1.662779625,28195.12,889.70,2442.72,117.43,21214.31,,,,3530.96
Spokane,Weekly,"2021-04-18 00:00:00",Organic,2.448267494,4568.70,116.12,564.24,0.00,1292.81,,,,2595.53
"St. Louis",Weekly,"2021-04-18 00:00:00",Organic,2.103307518,6536.61,999.03,791.10,3.59,3568.82,,,,1174.07
Syracuse,Weekly,"2021-04-18 00:00:00",Organic,1.648004377,5884.31,252.49,186.17,0.00,5318.46,,,,127.19
Tampa,Weekly,"2021-04-18 00:00:00",Organic,1.101511396,28248.74,55.52,0.00,0.00,28057.49,,,,135.74
Toledo,Weekly,"2021-04-18 00:00:00",Organic,1.735608648,5649.65,39.37,580.68,0.00,3135.69,,,,1893.90
"West Tex/New Mexico",Weekly,"2021-04-18 00:00:00",Organic,1.162434375,30188.68,889.38,463.73,276.19,24297.95,,,,4261.43
Wichita,Weekly,"2021-04-18 00:00:00",Organic,1.735078300,2687.09,308.71,3.24,0.00,1017.84,,,,1357.29
California,Weekly,"2021-04-18 00:00:00",Organic,1.791969070,366838.65,16368.63,18362.13,19.98,204886.19,,,,127201.71
"Great Lakes",Weekly,"2021-04-18 00:00:00",Organic,1.618417207,199766.01,5760.53,15552.37,0.00,115639.66,,,,62813.45
Midsouth,Weekly,"2021-04-18 00:00:00",Organic,1.422192818,324390.72,2460.43,23003.92,187.39,267944.57,,,,30794.41
Northeast,Weekly,"2021-04-18 00:00:00",Organic,1.736095129,327111.40,17522.03,22967.21,816.88,270206.12,,,,15599.16
Plains,Weekly,"2021-04-18 00:00:00",Organic,1.594385445,51255.80,10201.91,1787.50,25.24,34491.99,,,,4749.16
"South Central",Weekly,"2021-04-18 00:00:00",Organic,1.435714153,157228.66,20314.28,2612.43,187.70,114113.79,,,,20000.46
Southeast,Weekly,"2021-04-18 00:00:00",Organic,1.417312134,250209.45,1730.53,7489.37,137.07,213366.19,,,,27486.28
West,Weekly,"2021-04-18 00:00:00",Organic,1.899957909,318683.86,20608.49,20829.85,153.27,126607.69,,,,150484.56
"Total U.S.",Weekly,"2021-04-18 00:00:00",Organic,1.642447519,1995484.55,94966.83,112604.78,1527.54,1347256.21,,,,439129.20
Albany,Weekly,"2021-04-25 00:00:00",Conventional,1.023400828,155615.56,17999.05,102155.49,33.07,27903.92,,,,7524.02
Atlanta,Weekly,"2021-04-25 00:00:00",Conventional,1.138301351,779253.03,279213.15,21544.75,26.54,208037.08,,,,270431.50
Baltimore/Washington,Weekly,"2021-04-25 00:00:00",Conventional,1.392426119,992800.01,202974.91,262680.37,2514.50,425159.44,,,,99470.79
Birmingham/Montgomery,Weekly,"2021-04-25 00:00:00",Conventional,1.069749106,344517.60,147384.27,8346.02,9.97,108658.55,,,,80118.79
Boise,Weekly,"2021-04-25 00:00:00",Conventional,1.314896823,117522.51,27950.15,4416.19,1169.85,34898.80,,,,49087.52
Boston,Weekly,"2021-04-25 00:00:00",Conventional,1.474391980,640484.35,26961.88,381864.19,112.73,167426.53,,,,64119.03
Buffalo/Rochester,Weekly,"2021-04-25 00:00:00",Conventional,1.219316728,206547.53,18753.42,62203.87,3161.47,115488.28,,,,6940.50
Charlotte,Weekly,"2021-04-25 00:00:00",Conventional,1.249676752,358619.22,147760.44,48316.55,2639.66,132641.83,,,,27260.74
Chicago,Weekly,"2021-04-25 00:00:00",Conventional,1.015151054,1214260.64,174766.12,172853.19,32561.44,259391.23,,,,574688.66
Cincinnati/Dayton,Weekly,"2021-04-25 00:00:00",Conventional,1.219450015,291863.49,60943.43,36438.67,205.57,49914.21,,,,144361.61
Columbus,Weekly,"2021-04-25 00:00:00",Conventional,1.157405628,236952.17,51852.22,24881.38,60.98,58297.63,,,,101859.97
"Dallas/Ft. Worth",Weekly,"2021-04-25 00:00:00",Conventional,0.866291930,1500760.55,585129.70,127591.10,11972.54,430128.69,,,,345938.52
Denver,Weekly,"2021-04-25 00:00:00",Conventional,1.191482758,973216.96,191969.88,60182.49,3159.34,291326.22,,,,426579.03
Detroit,Weekly,"2021-04-25 00:00:00",Conventional,1.188942818,418378.56,90058.50,38495.38,28556.30,115389.51,,,,145878.86
"Grand Rapids",Weekly,"2021-04-25 00:00:00",Conventional,1.378684246,168391.87,26852.24,41677.35,29653.57,53650.08,,,,16558.63
Harrisburg/Scranton,Weekly,"2021-04-25 00:00:00",Conventional,1.168305885,411442.21,146430.83,104774.38,178.50,145080.02,,,,14978.48
Hartford/Springfield,Weekly,"2021-04-25 00:00:00",Conventional,1.382832085,386808.85,10040.91,277619.66,181.46,89600.36,,,,9366.46
Houston,Weekly,"2021-04-25 00:00:00",Conventional,0.821664000,1194774.03,608006.13,134063.27,2411.39,193003.45,,,,257289.78
Indianapolis,Weekly,"2021-04-25 00:00:00",Conventional,1.136603205,252939.27,56030.37,47791.48,214.00,66773.72,,,,82129.70
Jacksonville,Weekly,"2021-04-25 00:00:00",Conventional,1.220770433,233472.39,95889.25,9436.31,35.57,67512.98,,,,60598.28
"Las Vegas",Weekly,"2021-04-25 00:00:00",Conventional,1.159531763,364565.15,57755.12,35080.34,90.44,118253.79,,,,153385.46
"Los Angeles",Weekly,"2021-04-25 00:00:00",Conventional,1.374886246,2683386.00,498968.49,68126.00,76763.59,687098.05,,,,1352429.86
Louisville,Weekly,"2021-04-25 00:00:00",Conventional,1.166703373,127283.89,24386.62,10300.77,10.93,40705.20,,,,51880.38
"Miami/Ft. Lauderdale",Weekly,"2021-04-25 00:00:00",Conventional,1.196595936,1046773.53,530999.79,41617.16,125.40,298459.97,,,,175571.21
Nashville,Weekly,"2021-04-25 00:00:00",Conventional,1.192957357,297968.81,89397.44,12178.97,9.03,95845.39,,,,100537.99
"Northern New England",Weekly,"2021-04-25 00:00:00",Conventional,1.114587945,545124.02,83929.43,314151.27,49.42,103923.89,,,,43070.02
"New Orleans/Mobile",Weekly,"2021-04-25 00:00:00",Conventional,0.969660820,346082.52,126251.80,25001.39,19.41,139003.48,,,,55806.43
"New York",Weekly,"2021-04-25 00:00:00",Conventional,1.320564196,2032013.51,61079.67,1183488.60,925.07,702133.29,,,,84386.89
Orlando,Weekly,"2021-04-25 00:00:00",Conventional,1.193972915,611898.63,252990.97,14604.79,8.81,228715.42,,,,115578.64
Peoria/Springfield,Weekly,"2021-04-25 00:00:00",Conventional,1.069739091,134043.11,39698.65,18180.67,108.58,42888.47,,,,33166.75
Philadelphia,Weekly,"2021-04-25 00:00:00",Conventional,1.174481708,667927.41,121241.00,222352.13,262.77,264569.07,,,,59502.45
Phoenix/Tucson,Weekly,"2021-04-25 00:00:00",Conventional,0.878227152,1366841.50,460325.52,186617.02,4397.93,158987.31,,,,556513.72
Pittsburgh,Weekly,"2021-04-25 00:00:00",Conventional,1.274102017,124690.45,29189.38,12113.36,38.82,47542.75,,,,35806.14
Portland,Weekly,"2021-04-25 00:00:00",Conventional,1.424228946,614520.24,111761.95,41724.32,4829.96,116787.74,,,,339416.26
Providence,Weekly,"2021-04-25 00:00:00",Conventional,1.520098352,97025.65,2922.80,61650.90,26.02,23210.54,,,,9215.38
Raleigh/Greensboro,Weekly,"2021-04-25 00:00:00",Conventional,1.203130809,451757.73,189535.74,70000.01,2495.72,167306.79,,,,22419.47
Richmond/Norfolk,Weekly,"2021-04-25 00:00:00",Conventional,1.181388268,319096.42,96731.82,59863.31,510.04,84180.75,,,,77810.49
Roanoke,Weekly,"2021-04-25 00:00:00",Conventional,1.110658898,199065.63,62717.69,22212.77,43.75,50901.54,,,,63189.88
Sacramento,Weekly,"2021-04-25 00:00:00",Conventional,1.542001493,457767.16,133178.06,128118.99,1768.69,100289.74,,,,94411.67
"San Diego",Weekly,"2021-04-25 00:00:00",Conventional,1.411626217,474488.90,76333.28,29975.53,9340.51,117607.45,,,,241232.13
"San Francisco",Weekly,"2021-04-25 00:00:00",Conventional,1.564912651,786832.25,206442.34,143697.16,3713.15,152664.77,,,,280314.82
Seattle,Weekly,"2021-04-25 00:00:00",Conventional,1.654355306,508303.53,83032.43,50028.35,530.86,86197.18,,,,288514.71
"South Carolina",Weekly,"2021-04-25 00:00:00",Conventional,1.223162611,539344.06,218681.22,41369.62,958.69,178141.28,,,,100193.25
Spokane,Weekly,"2021-04-25 00:00:00",Conventional,1.328399795,78842.59,19656.77,6803.49,43.15,15770.10,,,,36569.08
"St. Louis",Weekly,"2021-04-25 00:00:00",Conventional,1.059830697,213869.77,79393.67,9495.92,55.78,73289.63,,,,51634.75
Syracuse,Weekly,"2021-04-25 00:00:00",Conventional,1.163495106,101846.31,10462.06,45300.59,558.53,40490.38,,,,5034.75
Tampa,Weekly,"2021-04-25 00:00:00",Conventional,1.098367694,637904.52,255587.07,19496.99,37.57,203311.46,,,,159471.43
Toledo,Weekly,"2021-04-25 00:00:00",Conventional,1.111512893,136950.88,27474.98,21118.80,4911.96,37411.75,,,,46033.39
"West Tex/New Mexico",Weekly,"2021-04-25 00:00:00",Conventional,0.968311124,1003356.17,351677.41,119578.11,7807.73,368418.96,,,,155873.96
Wichita,Weekly,"2021-04-25 00:00:00",Conventional,1.075408765,97806.91,26305.71,3481.95,3.24,30845.84,,,,37170.17
California,Weekly,"2021-04-25 00:00:00",Conventional,1.420226307,5670058.34,1322518.60,576137.60,102297.82,1312582.60,,,,2356521.72
"Great Lakes",Weekly,"2021-04-25 00:00:00",Conventional,1.128825004,4256479.30,820800.18,677558.21,142561.56,1079293.99,,,,1536265.36
Midsouth,Weekly,"2021-04-25 00:00:00",Conventional,1.218851518,4101316.94,1300250.84,658754.60,9897.77,1417154.03,,,,715259.69
Northeast,Weekly,"2021-04-25 00:00:00",Conventional,1.273465652,5880251.59,573813.26,3039207.60,7877.52,1888171.09,,,,371182.11
Plains,Weekly,"2021-04-25 00:00:00",Conventional,1.205224159,1961028.27,571329.21,420075.40,1550.94,634937.06,,,,333135.66
"South Central",Weekly,"2021-04-25 00:00:00",Conventional,0.877688839,6055123.34,2806011.43,536603.63,87571.22,1574623.96,,,,1050313.11
Southeast,Weekly,"2021-04-25 00:00:00",Conventional,1.152153406,5625542.88,2371019.98,206809.70,1484.29,1741135.34,,,,1305093.58
West,Weekly,"2021-04-25 00:00:00",Conventional,1.162193523,6865143.71,1738974.41,661359.68,23593.60,1577274.57,,,,2863941.45
"Total U.S.",Weekly,"2021-04-25 00:00:00",Conventional,1.174884404,40414944.37,11504717.89,6776506.43,376834.71,11225172.65,,,,10531712.68
Albany,Weekly,"2021-04-25 00:00:00",Organic,1.621910785,3687.12,35.15,451.54,0.00,3036.29,,,,164.14
Atlanta,Weekly,"2021-04-25 00:00:00",Organic,1.746873885,29698.23,108.14,2686.23,0.00,10863.33,,,,16040.53
Baltimore/Washington,Weekly,"2021-04-25 00:00:00",Organic,1.245934921,98196.13,551.40,3506.47,4.59,92651.33,,,,1482.33
Birmingham/Montgomery,Weekly,"2021-04-25 00:00:00",Organic,1.532180545,9960.35,28.28,194.41,0.00,8947.88,,,,789.78
Boise,Weekly,"2021-04-25 00:00:00",Organic,2.272560669,6473.63,4.83,852.11,0.00,1769.91,,,,3846.79
Boston,Weekly,"2021-04-25 00:00:00",Organic,1.990127440,36297.92,71.73,1835.83,0.00,33623.53,,,,766.82
Buffalo/Rochester,Weekly,"2021-04-25 00:00:00",Organic,1.593691765,16017.98,945.32,126.66,4.44,14941.55,,,,0.00
Charlotte,Weekly,"2021-04-25 00:00:00",Organic,1.691244521,19285.07,71.68,3298.00,32.56,15583.50,,,,299.34
Chicago,Weekly,"2021-04-25 00:00:00",Organic,1.639874782,49945.56,355.86,3743.00,0.00,26319.57,,,,19527.12
Cincinnati/Dayton,Weekly,"2021-04-25 00:00:00",Organic,2.188436046,16673.70,602.83,2152.14,0.00,3446.67,,,,10472.06
Columbus,Weekly,"2021-04-25 00:00:00",Organic,1.984725206,10980.36,596.51,1085.44,0.00,4055.90,,,,5242.51
"Dallas/Ft. Worth",Weekly,"2021-04-25 00:00:00",Organic,1.450345116,51556.30,9038.81,634.68,0.00,35767.99,,,,6114.82
Denver,Weekly,"2021-04-25 00:00:00",Organic,1.718190148,34578.89,7203.12,823.58,0.00,10557.88,,,,15994.31
Detroit,Weekly,"2021-04-25 00:00:00",Organic,1.505991629,24839.27,253.84,1865.46,0.00,14822.41,,,,7897.55
"Grand Rapids",Weekly,"2021-04-25 00:00:00",Organic,1.041414649,13112.27,59.27,1130.92,0.00,11922.09,,,,0.00
Harrisburg/Scranton,Weekly,"2021-04-25 00:00:00",Organic,1.274648988,25016.68,107.55,436.73,0.00,24462.98,,,,9.42
Hartford/Springfield,Weekly,"2021-04-25 00:00:00",Organic,2.138531435,16122.55,227.82,5171.78,0.00,10653.99,,,,68.96
Houston,Weekly,"2021-04-25 00:00:00",Organic,1.695703093,14666.39,4703.11,188.91,0.00,3327.84,,,,6446.53
Indianapolis,Weekly,"2021-04-25 00:00:00",Organic,1.802572046,9288.69,185.54,754.10,0.00,4882.19,,,,3466.86
Jacksonville,Weekly,"2021-04-25 00:00:00",Organic,1.458617552,13762.08,44.48,293.89,0.00,13423.71,,,,0.00
"Las Vegas",Weekly,"2021-04-25 00:00:00",Organic,1.648904541,17256.39,741.01,411.12,0.00,7695.58,,,,8408.68
"Los Angeles",Weekly,"2021-04-25 00:00:00",Organic,1.747434049,162040.58,5261.12,2601.21,0.00,77150.42,,,,77027.84
Louisville,Weekly,"2021-04-25 00:00:00",Organic,2.106161425,6002.35,26.69,587.95,0.00,1839.56,,,,3548.15
"Miami/Ft. Lauderdale",Weekly,"2021-04-25 00:00:00",Organic,1.343252591,68277.99,142.53,0.00,0.00,50093.40,,,,18042.06
Nashville,Weekly,"2021-04-25 00:00:00",Organic,1.951166594,14591.92,59.18,1303.02,0.00,6982.65,,,,6247.07
"Northern New England",Weekly,"2021-04-25 00:00:00",Organic,2.001347622,17028.17,53.76,644.30,5.40,14548.18,,,,1776.53
"New Orleans/Mobile",Weekly,"2021-04-25 00:00:00",Organic,1.207486702,15431.41,928.19,111.40,0.00,14378.18,,,,13.63
"New York",Weekly,"2021-04-25 00:00:00",Organic,1.836986218,116076.88,9125.38,10490.63,415.78,88758.96,,,,7286.14
Orlando,Weekly,"2021-04-25 00:00:00",Organic,1.277632552,34012.69,56.18,0.00,0.00,33807.40,,,,149.10
Peoria/Springfield,Weekly,"2021-04-25 00:00:00",Organic,1.726264029,4016.96,9.68,456.68,0.00,2763.91,,,,786.70
Philadelphia,Weekly,"2021-04-25 00:00:00",Organic,1.741789552,32844.27,816.35,1961.28,0.00,25957.42,,,,4109.22
Phoenix/Tucson,Weekly,"2021-04-25 00:00:00",Organic,1.466771824,32608.67,2075.98,880.75,0.00,17200.37,,,,12451.56
Pittsburgh,Weekly,"2021-04-25 00:00:00",Organic,1.364469565,14659.30,1884.61,1.42,0.00,11729.99,,,,1043.28
Portland,Weekly,"2021-04-25 00:00:00",Organic,2.431159130,42193.04,156.49,7665.47,0.00,6624.81,,,,27746.27
Providence,Weekly,"2021-04-25 00:00:00",Organic,2.091796362,4629.69,5.41,38.63,0.00,4572.74,,,,12.90
Raleigh/Greensboro,Weekly,"2021-04-25 00:00:00",Organic,1.647014049,28468.58,753.83,3542.12,54.03,23830.94,,,,287.66
Richmond/Norfolk,Weekly,"2021-04-25 00:00:00",Organic,1.153192611,34697.28,60.77,1444.03,7.58,31141.84,,,,2043.05
Roanoke,Weekly,"2021-04-25 00:00:00",Organic,1.385719502,13636.82,25.52,1006.30,0.00,10215.91,,,,2389.09
Sacramento,Weekly,"2021-04-25 00:00:00",Organic,1.792117669,26882.78,6258.83,3397.60,4.96,14044.06,,,,3177.33
"San Diego",Weekly,"2021-04-25 00:00:00",Organic,1.894920867,37442.88,785.59,1077.66,0.00,20410.01,,,,15169.62
"San Francisco",Weekly,"2021-04-25 00:00:00",Organic,1.885332370,81036.86,3781.44,4082.41,20.31,52823.88,,,,20328.81
Seattle,Weekly,"2021-04-25 00:00:00",Organic,2.233950872,67698.52,1794.33,6470.41,0.00,20121.58,,,,39312.20
"South Carolina",Weekly,"2021-04-25 00:00:00",Organic,1.719666016,25908.33,715.89,2578.38,82.71,19173.74,,,,3357.62
Spokane,Weekly,"2021-04-25 00:00:00",Organic,2.337238320,4745.60,171.19,778.66,0.00,1130.06,,,,2665.69
"St. Louis",Weekly,"2021-04-25 00:00:00",Organic,2.077376261,8193.49,1172.90,1047.49,0.00,4541.51,,,,1431.59
Syracuse,Weekly,"2021-04-25 00:00:00",Organic,1.759934009,4863.08,304.96,158.15,0.00,4323.05,,,,76.93
Tampa,Weekly,"2021-04-25 00:00:00",Organic,1.083159284,32554.43,59.80,0.00,0.00,32361.28,,,,133.35
Toledo,Weekly,"2021-04-25 00:00:00",Organic,1.832679319,4981.01,37.80,544.86,0.00,2542.44,,,,1855.90
"West Tex/New Mexico",Weekly,"2021-04-25 00:00:00",Organic,1.287953642,21023.52,768.74,371.27,0.00,15924.69,,,,3958.81
Wichita,Weekly,"2021-04-25 00:00:00",Organic,1.762083069,3112.16,414.85,17.29,0.00,1074.02,,,,1606.01
California,Weekly,"2021-04-25 00:00:00",Organic,1.822630446,373711.83,23071.31,17262.71,27.10,199896.53,,,,133454.17
"Great Lakes",Weekly,"2021-04-25 00:00:00",Organic,1.643699852,196049.70,5004.96,15713.54,0.00,112232.19,,,,63099.01
Midsouth,Weekly,"2021-04-25 00:00:00",Organic,1.461124042,302518.87,2395.05,22458.13,150.30,246754.95,,,,30760.44
Northeast,Weekly,"2021-04-25 00:00:00",Organic,1.769344920,313351.54,15010.38,23544.30,431.58,258300.30,,,,16064.98
Plains,Weekly,"2021-04-25 00:00:00",Organic,1.680399836,53670.10,9778.84,2455.34,33.67,36041.64,,,,5360.62
"South Central",Weekly,"2021-04-25 00:00:00",Organic,1.560551885,179123.80,48745.97,2906.00,32.25,110036.14,,,,17403.45
Southeast,Weekly,"2021-04-25 00:00:00",Organic,1.409360225,277889.06,1445.34,7796.20,95.97,222749.27,,,,45802.29
West,Weekly,"2021-04-25 00:00:00",Organic,1.957855469,314406.35,21164.32,24985.86,8.38,108735.78,,,,159512.00
"Total U.S.",Weekly,"2021-04-25 00:00:00",Organic,1.679376075,2010721.26,126616.16,117122.09,779.25,1294746.80,,,,471456.96
Albany,Weekly,"2021-05-02 00:00:00",Conventional,1.034461621,150592.99,18561.35,99365.79,44.41,24124.53,,,,8496.92
Atlanta,Weekly,"2021-05-02 00:00:00",Conventional,1.047226798,841425.36,339515.26,21383.71,20.95,178871.74,,,,301633.71
Baltimore/Washington,Weekly,"2021-05-02 00:00:00",Conventional,1.301914289,1038407.99,233989.84,314392.55,5063.40,396916.19,,,,88046.01
Birmingham/Montgomery,Weekly,"2021-05-02 00:00:00",Conventional,1.049026173,384657.01,183440.96,9089.26,28.95,104422.99,,,,87674.85
Boise,Weekly,"2021-05-02 00:00:00",Conventional,1.203605994,137275.17,27209.20,5438.84,1261.51,45801.18,,,,57564.44
Boston,Weekly,"2021-05-02 00:00:00",Conventional,1.494599676,660753.37,26284.72,400116.34,226.01,152901.28,,,,81225.02
Buffalo/Rochester,Weekly,"2021-05-02 00:00:00",Conventional,1.237451219,205276.52,18563.91,59375.42,3090.83,116567.83,,,,7678.52
Charlotte,Weekly,"2021-05-02 00:00:00",Conventional,0.927807679,438799.72,198214.97,82192.82,5478.17,119659.45,,,,33254.32
Chicago,Weekly,"2021-05-02 00:00:00",Conventional,1.007010075,1168136.11,163171.00,168502.03,41251.13,220017.92,,,,575194.02
Cincinnati/Dayton,Weekly,"2021-05-02 00:00:00",Conventional,1.046551710,343776.21,75945.82,41046.40,265.83,39524.53,,,,186993.63
Columbus,Weekly,"2021-05-02 00:00:00",Conventional,0.970119300,291706.31,70340.29,29723.92,128.09,46537.66,,,,144976.35
"Dallas/Ft. Worth",Weekly,"2021-05-02 00:00:00",Conventional,0.929664993,1479209.44,532206.32,147356.07,12909.58,438568.61,,,,348168.86
Denver,Weekly,"2021-05-02 00:00:00",Conventional,1.127352706,909936.85,174681.38,60857.57,2368.38,257990.54,,,,414038.99
Detroit,Weekly,"2021-05-02 00:00:00",Conventional,1.054603685,555983.04,116963.03,49064.16,66398.97,99146.31,,,,224410.57
"Grand Rapids",Weekly,"2021-05-02 00:00:00",Conventional,1.346282959,219400.53,17889.57,75014.97,65602.68,39581.01,,,,21312.29
Harrisburg/Scranton,Weekly,"2021-05-02 00:00:00",Conventional,1.154090391,422033.27,153832.37,107982.33,127.63,143366.11,,,,16724.83
Hartford/Springfield,Weekly,"2021-05-02 00:00:00",Conventional,1.201571619,463149.69,9242.06,349489.15,271.30,98299.90,,,,5847.29
Houston,Weekly,"2021-05-02 00:00:00",Conventional,0.835019009,1202274.44,607538.50,132940.24,2289.50,189121.30,,,,270384.89
Indianapolis,Weekly,"2021-05-02 00:00:00",Conventional,1.022825864,291117.75,65082.85,54545.62,201.66,56830.81,,,,114456.80
Jacksonville,Weekly,"2021-05-02 00:00:00",Conventional,1.123985323,291306.90,142560.46,12086.21,96.92,64493.55,,,,72069.75
"Las Vegas",Weekly,"2021-05-02 00:00:00",Conventional,1.089270603,397510.59,56531.78,53928.10,113.87,112082.48,,,,174854.36
"Los Angeles",Weekly,"2021-05-02 00:00:00",Conventional,1.203893024,3006088.34,555983.53,42328.69,53036.73,952276.51,,,,1402462.88
Louisville,Weekly,"2021-05-02 00:00:00",Conventional,1.003977640,155953.52,30868.23,12894.15,40.00,40323.12,,,,71828.01
"Miami/Ft. Lauderdale",Weekly,"2021-05-02 00:00:00",Conventional,1.108001773,1280962.36,690467.65,49932.10,208.49,283894.36,,,,256459.75
Nashville,Weekly,"2021-05-02 00:00:00",Conventional,1.047018106,338167.58,117038.81,10825.65,6.19,89929.05,,,,120367.89
"Northern New England",Weekly,"2021-05-02 00:00:00",Conventional,1.147696262,529290.14,88646.85,309792.04,117.99,87149.18,,,,43584.08
"New Orleans/Mobile",Weekly,"2021-05-02 00:00:00",Conventional,0.981698202,366665.60,146579.78,28108.09,52.08,137131.93,,,,54793.72
"New York",Weekly,"2021-05-02 00:00:00",Conventional,1.225124105,2336367.58,73423.03,1452014.65,864.69,725104.00,,,,84961.22
Orlando,Weekly,"2021-05-02 00:00:00",Conventional,1.092864761,699456.04,302747.61,17728.12,32.85,221011.94,,,,157935.53
Peoria/Springfield,Weekly,"2021-05-02 00:00:00",Conventional,1.012722721,151234.32,44787.10,24456.38,119.62,38049.74,,,,43821.48
Philadelphia,Weekly,"2021-05-02 00:00:00",Conventional,1.167912389,694768.90,130634.52,247891.10,222.49,263383.92,,,,52636.87
Phoenix/Tucson,Weekly,"2021-05-02 00:00:00",Conventional,0.855536701,1411927.49,347005.89,252562.58,4650.30,149564.88,,,,658143.85
Pittsburgh,Weekly,"2021-05-02 00:00:00",Conventional,1.087405754,155913.86,52522.03,10701.25,50.21,46612.46,,,,46027.91
Portland,Weekly,"2021-05-02 00:00:00",Conventional,1.143257282,763129.52,138986.51,47699.41,5367.38,103462.76,,,,467613.46
Providence,Weekly,"2021-05-02 00:00:00",Conventional,1.628172860,91027.97,2209.87,61080.12,39.69,17044.30,,,,10653.99
Raleigh/Greensboro,Weekly,"2021-05-02 00:00:00",Conventional,0.921707073,552793.48,253115.58,115378.62,4881.75,152584.47,,,,26833.06
Richmond/Norfolk,Weekly,"2021-05-02 00:00:00",Conventional,0.950273938,402627.87,138951.69,70905.60,1052.44,81338.57,,,,110379.56
