Product Category,Units,Week Ending,Geography,Type,ASP
PLU 4225,373857.13,2/20/2022,Plains,Conventional,1.206987876
PLU 4770,2098.72,2/20/2022,Plains,Conventional,1.206987876
Bulk GTIN,385504.47,2/20/2022,Plains,Conventional,1.206987876
Bagged,569426.87,2/20/2022,Plains,Conventional,1.206987876
PLU 4046,690130.59,2/20/2022,Plains,Conventional,1.206987876
PLU 4225,507030.96,2/13/2022,Plains,Conventional,1.165925058
PLU 4770,2031.35,2/13/2022,Plains,Conventional,1.165925058
Bulk GTIN,409915.46,2/13/2022,Plains,Conventional,1.165925058
Bagged,610118.63,2/13/2022,Plains,Conventional,1.165925058
PLU 4046,785877.51,2/13/2022,Plains,Conventional,1.165925058
PLU 4225,341349.16,2/6/2022,Plains,Conventional,1.234608765
PLU 4770,2031.92,2/6/2022,Plains,Conventional,1.234608765
Bulk GTIN,331385.76,2/6/2022,Plains,Conventional,1.234608765
Bagged,577252.97,2/6/2022,Plains,Conventional,1.234608765
PLU 4046,583443.71,2/6/2022,Plains,Conventional,1.234608765
PLU 4225,306449.02,1/30/2022,Plains,Conventional,1.256459763
PLU 4770,1719.45,1/30/2022,Plains,Conventional,1.256459763
Bulk GTIN,373664.55,1/30/2022,Plains,Conventional,1.256459763
Bagged,574647.59,1/30/2022,Plains,Conventional,1.256459763
PLU 4046,585979.5,1/30/2022,Plains,Conventional,1.256459763
PLU 4225,402508.19,2/20/2022,South Central,Conventional,1.022521655
PLU 4770,32862.06,2/20/2022,South Central,Conventional,1.022521655
Bulk GTIN,1318938.85,2/20/2022,South Central,Conventional,1.022521655
Bagged,1573836.46,2/20/2022,South Central,Conventional,1.022521655
PLU 4046,2118394.08,2/20/2022,South Central,Conventional,1.022521655
PLU 4225,491775.21,2/13/2022,South Central,Conventional,0.952527779
PLU 4770,59036.61,2/13/2022,South Central,Conventional,0.952527779
Bulk GTIN,1276691.75,2/13/2022,South Central,Conventional,0.952527779
Bagged,2134934.99,2/13/2022,South Central,Conventional,0.952527779
PLU 4046,2236387.93,2/13/2022,South Central,Conventional,0.952527779
PLU 4225,512718.26,2/6/2022,South Central,Conventional,1.11758425
PLU 4770,43324.47,2/6/2022,South Central,Conventional,1.11758425
Bulk GTIN,1095463.15,2/6/2022,South Central,Conventional,1.11758425
Bagged,1543547.32,2/6/2022,South Central,Conventional,1.11758425
PLU 4046,1729060.69,2/6/2022,South Central,Conventional,1.11758425
PLU 4225,582309.54,1/30/2022,South Central,Conventional,1.111615286
PLU 4770,75641.89,1/30/2022,South Central,Conventional,1.111615286
Bulk GTIN,1127611.7,1/30/2022,South Central,Conventional,1.111615286
Bagged,1480704.07,1/30/2022,South Central,Conventional,1.111615286
PLU 4046,1684465.22,1/30/2022,South Central,Conventional,1.111615286
PLU 4225,145772.07,2/20/2022,Southeast,Conventional,1.26515053
PLU 4770,2405.48,2/20/2022,Southeast,Conventional,1.26515053
Bulk GTIN,1302083.58,2/20/2022,Southeast,Conventional,1.26515053
Bagged,1123344.28,2/20/2022,Southeast,Conventional,1.26515053
PLU 4046,2245035.62,2/20/2022,Southeast,Conventional,1.26515053
PLU 4225,195199.83,2/13/2022,Southeast,Conventional,1.167466538
PLU 4770,2462.64,2/13/2022,Southeast,Conventional,1.167466538
Bulk GTIN,1686621.1,2/13/2022,Southeast,Conventional,1.167466538
Bagged,1172364.57,2/13/2022,Southeast,Conventional,1.167466538
PLU 4046,3060721.46,2/13/2022,Southeast,Conventional,1.167466538
PLU 4225,182101.78,2/6/2022,Southeast,Conventional,1.286641023
PLU 4770,2377.44,2/6/2022,Southeast,Conventional,1.286641023
Bulk GTIN,1237450.38,2/6/2022,Southeast,Conventional,1.286641023
Bagged,1274089.83,2/6/2022,Southeast,Conventional,1.286641023
PLU 4046,2247816.69,2/6/2022,Southeast,Conventional,1.286641023
PLU 4225,173123.03,1/30/2022,Southeast,Conventional,1.286320655
PLU 4770,2230.61,1/30/2022,Southeast,Conventional,1.286320655
Bulk GTIN,1199005.62,1/30/2022,Southeast,Conventional,1.286320655
Bagged,1253006.81,1/30/2022,Southeast,Conventional,1.286320655
PLU 4046,2108458.87,1/30/2022,Southeast,Conventional,1.286320655
PLU 4225,483117.4,2/20/2022,West,Conventional,1.250024863
PLU 4770,28538.87,2/20/2022,West,Conventional,1.250024863
Bulk GTIN,3076397.36,2/20/2022,West,Conventional,1.250024863
Bagged,1598802.79,2/20/2022,West,Conventional,1.250024863
PLU 4046,1868588.84,2/20/2022,West,Conventional,1.250024863
PLU 4225,601293.15,2/13/2022,West,Conventional,1.227213998
PLU 4770,33578.46,2/13/2022,West,Conventional,1.227213998
Bulk GTIN,3994089.1,2/13/2022,West,Conventional,1.227213998
Bagged,1658090.44,2/13/2022,West,Conventional,1.227213998
PLU 4046,2173768.29,2/13/2022,West,Conventional,1.227213998
PLU 4225,583851.12,2/6/2022,West,Conventional,1.264563632
PLU 4770,27996.83,2/6/2022,West,Conventional,1.264563632
Bulk GTIN,3302820.19,2/6/2022,West,Conventional,1.264563632
Bagged,1595207.88,2/6/2022,West,Conventional,1.264563632
PLU 4046,1512423.98,2/6/2022,West,Conventional,1.264563632
PLU 4225,601434.32,1/30/2022,West,Conventional,1.241857783
PLU 4770,27641.95,1/30/2022,West,Conventional,1.241857783
Bulk GTIN,3038431.47,1/30/2022,West,Conventional,1.241857783
Bagged,1521184.33,1/30/2022,West,Conventional,1.241857783
PLU 4046,1514654.65,1/30/2022,West,Conventional,1.241857783
PLU 4225,20690.41,2/20/2022,California,Organic,1.865405727
PLU 4770,1.16,2/20/2022,California,Organic,1.865405727
Bulk GTIN,98571,2/20/2022,California,Organic,1.865405727
Bagged,164411.36,2/20/2022,California,Organic,1.865405727
PLU 4046,16607,2/20/2022,California,Organic,1.865405727
PLU 4225,22032.8,2/13/2022,California,Organic,1.892807273
PLU 4770,2.86,2/13/2022,California,Organic,1.892807273
Bulk GTIN,115454.41,2/13/2022,California,Organic,1.892807273
Bagged,165980.83,2/13/2022,California,Organic,1.892807273
PLU 4046,16097.44,2/13/2022,California,Organic,1.892807273
PLU 4225,23671.97,2/6/2022,California,Organic,1.907814751
PLU 4770,2.83,2/6/2022,California,Organic,1.907814751
Bulk GTIN,126298.41,2/6/2022,California,Organic,1.907814751
Bagged,167510.98,2/6/2022,California,Organic,1.907814751
PLU 4046,21203.37,2/6/2022,California,Organic,1.907814751
PLU 4225,17662.29,1/30/2022,California,Organic,1.865001797
PLU 4770,0,1/30/2022,California,Organic,1.865001797
Bulk GTIN,131204.18,1/30/2022,California,Organic,1.865001797
Bagged,169418.44,1/30/2022,California,Organic,1.865001797
PLU 4046,23406.36,1/30/2022,California,Organic,1.865001797
PLU 4225,11417.08,2/20/2022,Great Lakes,Organic,1.82234386
PLU 4770,0,2/20/2022,Great Lakes,Organic,1.82234386
Bulk GTIN,45422.96,2/20/2022,Great Lakes,Organic,1.82234386
Bagged,72272.42,2/20/2022,Great Lakes,Organic,1.82234386
PLU 4046,4207.88,2/20/2022,Great Lakes,Organic,1.82234386
PLU 4225,12260.54,2/13/2022,Great Lakes,Organic,1.775455723
PLU 4770,0,2/13/2022,Great Lakes,Organic,1.775455723
Bulk GTIN,48731.45,2/13/2022,Great Lakes,Organic,1.775455723
Bagged,77557.44,2/13/2022,Great Lakes,Organic,1.775455723
PLU 4046,2793.64,2/13/2022,Great Lakes,Organic,1.775455723
PLU 4225,16384.16,2/6/2022,Great Lakes,Organic,1.588056493
PLU 4770,3.5,2/6/2022,Great Lakes,Organic,1.588056493
Bulk GTIN,60176.88,2/6/2022,Great Lakes,Organic,1.588056493
Bagged,100744.9,2/6/2022,Great Lakes,Organic,1.588056493
PLU 4046,3458.07,2/6/2022,Great Lakes,Organic,1.588056493
PLU 4225,17011.01,1/30/2022,Great Lakes,Organic,1.591293723
PLU 4770,0,1/30/2022,Great Lakes,Organic,1.591293723
Bulk GTIN,64579.57,1/30/2022,Great Lakes,Organic,1.591293723
Bagged,109192.97,1/30/2022,Great Lakes,Organic,1.591293723
PLU 4046,4104.41,1/30/2022,Great Lakes,Organic,1.591293723
PLU 4225,17147.98,2/20/2022,Midsouth,Organic,1.708075438
PLU 4770,158.44,2/20/2022,Midsouth,Organic,1.708075438
Bulk GTIN,29910.72,2/20/2022,Midsouth,Organic,1.708075438
Bagged,183416.92,2/20/2022,Midsouth,Organic,1.708075438
PLU 4046,2897.75,2/20/2022,Midsouth,Organic,1.708075438
PLU 4225,16856.23,2/13/2022,Midsouth,Organic,1.653450184
PLU 4770,139.46,2/13/2022,Midsouth,Organic,1.653450184
Bulk GTIN,27480.03,2/13/2022,Midsouth,Organic,1.653450184
Bagged,190964.22,2/13/2022,Midsouth,Organic,1.653450184
PLU 4046,2727.17,2/13/2022,Midsouth,Organic,1.653450184
PLU 4225,17335.34,2/6/2022,Midsouth,Organic,1.751552489
PLU 4770,130.59,2/6/2022,Midsouth,Organic,1.751552489
Bulk GTIN,30389.05,2/6/2022,Midsouth,Organic,1.751552489
Bagged,173226.08,2/6/2022,Midsouth,Organic,1.751552489
PLU 4046,2677.01,2/6/2022,Midsouth,Organic,1.751552489
PLU 4225,19239.89,1/30/2022,Midsouth,Organic,1.689426085
PLU 4770,99.3,1/30/2022,Midsouth,Organic,1.689426085
Bulk GTIN,34195.67,1/30/2022,Midsouth,Organic,1.689426085
Bagged,187561.41,1/30/2022,Midsouth,Organic,1.689426085
PLU 4046,2628,1/30/2022,Midsouth,Organic,1.689426085
PLU 4225,11958.11,2/20/2022,Northeast,Organic,1.851788382
PLU 4770,15.1,2/20/2022,Northeast,Organic,1.851788382
Bulk GTIN,15199.52,2/20/2022,Northeast,Organic,1.851788382
Bagged,213833.03,2/20/2022,Northeast,Organic,1.851788382
PLU 4046,18553.66,2/20/2022,Northeast,Organic,1.851788382
PLU 4225,12143.73,2/13/2022,Northeast,Organic,1.788413067
PLU 4770,34.15,2/13/2022,Northeast,Organic,1.788413067
Bulk GTIN,13934.17,2/13/2022,Northeast,Organic,1.788413067
Bagged,232672.12,2/13/2022,Northeast,Organic,1.788413067
PLU 4046,20174.32,2/13/2022,Northeast,Organic,1.788413067
PLU 4225,13390.42,2/6/2022,Northeast,Organic,1.765991906
PLU 4770,16.38,2/6/2022,Northeast,Organic,1.765991906
Bulk GTIN,15831.61,2/6/2022,Northeast,Organic,1.765991906
Bagged,242661.56,2/6/2022,Northeast,Organic,1.765991906
PLU 4046,18333.81,2/6/2022,Northeast,Organic,1.765991906
PLU 4225,13676.19,1/30/2022,Northeast,Organic,1.707670986
PLU 4770,8.55,1/30/2022,Northeast,Organic,1.707670986
Bulk GTIN,14097.88,1/30/2022,Northeast,Organic,1.707670986
Bagged,270318.28,1/30/2022,Northeast,Organic,1.707670986
PLU 4046,21061.11,1/30/2022,Northeast,Organic,1.707670986
PLU 4225,1792.58,2/20/2022,Plains,Organic,1.674241231
PLU 4770,1.83,2/20/2022,Plains,Organic,1.674241231
Bulk GTIN,5003.57,2/20/2022,Plains,Organic,1.674241231
Bagged,35520.32,2/20/2022,Plains,Organic,1.674241231
PLU 4046,8487.35,2/20/2022,Plains,Organic,1.674241231
PLU 4225,4129.37,2/13/2022,Plains,Organic,1.665734294
PLU 4770,0,2/13/2022,Plains,Organic,1.665734294
Bulk GTIN,4812.9,2/13/2022,Plains,Organic,1.665734294
Bagged,33272.83,2/13/2022,Plains,Organic,1.665734294
PLU 4046,8744.47,2/13/2022,Plains,Organic,1.665734294
PLU 4225,2098.14,2/6/2022,Plains,Organic,1.641781573
PLU 4770,20.2,2/6/2022,Plains,Organic,1.641781573
Bulk GTIN,5495.23,2/6/2022,Plains,Organic,1.641781573
Bagged,33565.69,2/6/2022,Plains,Organic,1.641781573
PLU 4046,9247.53,2/6/2022,Plains,Organic,1.641781573
PLU 4225,2101.85,1/30/2022,Plains,Organic,1.585713245
PLU 4770,20.2,1/30/2022,Plains,Organic,1.585713245
Bulk GTIN,5485.81,1/30/2022,Plains,Organic,1.585713245
Bagged,37932.56,1/30/2022,Plains,Organic,1.585713245
PLU 4046,8839.66,1/30/2022,Plains,Organic,1.585713245
PLU 4225,2907.59,2/20/2022,South Central,Organic,1.595117806
PLU 4770,0,2/20/2022,South Central,Organic,1.595117806
Bulk GTIN,19970.35,2/20/2022,South Central,Organic,1.595117806
Bagged,110814.67,2/20/2022,South Central,Organic,1.595117806
PLU 4046,12942.87,2/20/2022,South Central,Organic,1.595117806
PLU 4225,2825.73,2/13/2022,South Central,Organic,1.52569901
PLU 4770,0,2/13/2022,South Central,Organic,1.52569901
Bulk GTIN,21075.31,2/13/2022,South Central,Organic,1.52569901
Bagged,109391.66,2/13/2022,South Central,Organic,1.52569901
PLU 4046,14151.95,2/13/2022,South Central,Organic,1.52569901
PLU 4225,2602.03,2/6/2022,South Central,Organic,1.477549441
PLU 4770,0,2/6/2022,South Central,Organic,1.477549441
Bulk GTIN,22955.69,2/6/2022,South Central,Organic,1.477549441
Bagged,119597.2,2/6/2022,South Central,Organic,1.477549441
PLU 4046,15233.38,2/6/2022,South Central,Organic,1.477549441
PLU 4225,3294.43,1/30/2022,South Central,Organic,1.455492796
PLU 4770,0,1/30/2022,South Central,Organic,1.455492796
Bulk GTIN,17193.61,1/30/2022,South Central,Organic,1.455492796
Bagged,114697.16,1/30/2022,South Central,Organic,1.455492796
PLU 4046,23771.13,1/30/2022,South Central,Organic,1.455492796
PLU 4225,5430.9,2/20/2022,Southeast,Organic,1.202686783
PLU 4770,153.3,2/20/2022,Southeast,Organic,1.202686783
Bulk GTIN,96386.77,2/20/2022,Southeast,Organic,1.202686783
Bagged,430419.22,2/20/2022,Southeast,Organic,1.202686783
PLU 4046,2775.81,2/20/2022,Southeast,Organic,1.202686783
PLU 4225,5502.6,2/13/2022,Southeast,Organic,1.111778748
PLU 4770,61.63,2/13/2022,Southeast,Organic,1.111778748
Bulk GTIN,69574.51,2/13/2022,Southeast,Organic,1.111778748
Bagged,477258.95,2/13/2022,Southeast,Organic,1.111778748
PLU 4046,2456.53,2/13/2022,Southeast,Organic,1.111778748
PLU 4225,6316.14,2/6/2022,Southeast,Organic,1.145619454
PLU 4770,153.15,2/6/2022,Southeast,Organic,1.145619454
Bulk GTIN,74069.73,2/6/2022,Southeast,Organic,1.145619454
Bagged,420414.55,2/6/2022,Southeast,Organic,1.145619454
PLU 4046,2421.18,2/6/2022,Southeast,Organic,1.145619454
PLU 4225,7259.12,1/30/2022,Southeast,Organic,1.113268308
PLU 4770,60.83,1/30/2022,Southeast,Organic,1.113268308
Bulk GTIN,68738.4,1/30/2022,Southeast,Organic,1.113268308
Bagged,443603.76,1/30/2022,Southeast,Organic,1.113268308
PLU 4046,3114.14,1/30/2022,Southeast,Organic,1.113268308
PLU 4225,19578.43,2/20/2022,West,Organic,2.041407086
PLU 4770,0,2/20/2022,West,Organic,2.041407086
Bulk GTIN,113890.28,2/20/2022,West,Organic,2.041407086
Bagged,99966.89,2/20/2022,West,Organic,2.041407086
PLU 4046,12082.41,2/20/2022,West,Organic,2.041407086
PLU 4225,26104.41,2/13/2022,West,Organic,2.028082282
PLU 4770,7.98,2/13/2022,West,Organic,2.028082282
Bulk GTIN,120285.83,2/13/2022,West,Organic,2.028082282
Bagged,104696.44,2/13/2022,West,Organic,2.028082282
PLU 4046,12508.2,2/13/2022,West,Organic,2.028082282
PLU 4225,25050.76,2/6/2022,West,Organic,1.982184194
PLU 4770,2.75,2/6/2022,West,Organic,1.982184194
Bulk GTIN,152517.38,2/6/2022,West,Organic,1.982184194
Bagged,108661,2/6/2022,West,Organic,1.982184194
PLU 4046,12956.32,2/6/2022,West,Organic,1.982184194
PLU 4225,23651.58,1/30/2022,West,Organic,1.785926611
PLU 4770,12.85,1/30/2022,West,Organic,1.785926611
Bulk GTIN,208073.32,1/30/2022,West,Organic,1.785926611
Bagged,108302.53,1/30/2022,West,Organic,1.785926611
PLU 4046,18305.39,1/30/2022,West,Organic,1.785926611
PLU 4225,362152.13,3/20/2022,California,Conventional,1.432239371
PLU 4770,127369.16,3/20/2022,California,Conventional,1.432239371
Bulk GTIN,2386574.29,3/20/2022,California,Conventional,1.432239371
Bagged,1352474.64,3/20/2022,California,Conventional,1.432239371
PLU 4046,1250478.26,3/20/2022,California,Conventional,1.432239371
PLU 4225,494637.04,3/13/2022,California,Conventional,1.489590609
PLU 4770,110524.7,3/13/2022,California,Conventional,1.489590609
Bulk GTIN,3048447.46,3/13/2022,California,Conventional,1.489590609
Bagged,1265821.95,3/13/2022,California,Conventional,1.489590609
PLU 4046,1127141.84,3/13/2022,California,Conventional,1.489590609
PLU 4225,460868.54,3/6/2022,California,Conventional,1.509157129
PLU 4770,107770.72,3/6/2022,California,Conventional,1.509157129
Bulk GTIN,2319735.87,3/6/2022,California,Conventional,1.509157129
Bagged,1385245.75,3/6/2022,California,Conventional,1.509157129
PLU 4046,1074261.12,3/6/2022,California,Conventional,1.509157129
PLU 4225,532615.39,2/27/2022,California,Conventional,1.510758677
PLU 4770,112432.33,2/27/2022,California,Conventional,1.510758677
Bulk GTIN,2665451.76,2/27/2022,California,Conventional,1.510758677
Bagged,1326882.61,2/27/2022,California,Conventional,1.510758677
PLU 4046,1139540.06,2/27/2022,California,Conventional,1.510758677
PLU 4225,314486.61,3/20/2022,Great Lakes,Conventional,1.340040837
PLU 4770,105642.44,3/20/2022,Great Lakes,Conventional,1.340040837
Bulk GTIN,1399751.03,3/20/2022,Great Lakes,Conventional,1.340040837
Bagged,808840.14,3/20/2022,Great Lakes,Conventional,1.340040837
PLU 4046,1131589.9,3/20/2022,Great Lakes,Conventional,1.340040837
PLU 4225,359624.5,3/13/2022,Great Lakes,Conventional,1.313802121
PLU 4770,116889.73,3/13/2022,Great Lakes,Conventional,1.313802121
Bulk GTIN,1483458.04,3/13/2022,Great Lakes,Conventional,1.313802121
Bagged,867692.22,3/13/2022,Great Lakes,Conventional,1.313802121
PLU 4046,1107788.73,3/13/2022,Great Lakes,Conventional,1.313802121
PLU 4225,341436.41,3/6/2022,Great Lakes,Conventional,1.370028459
PLU 4770,119324.72,3/6/2022,Great Lakes,Conventional,1.370028459
Bulk GTIN,1406017.05,3/6/2022,Great Lakes,Conventional,1.370028459
Bagged,841062.33,3/6/2022,Great Lakes,Conventional,1.370028459
PLU 4046,1016845.47,3/6/2022,Great Lakes,Conventional,1.370028459
PLU 4225,433670.86,2/27/2022,Great Lakes,Conventional,1.300882202
PLU 4770,191473.14,2/27/2022,Great Lakes,Conventional,1.300882202
Bulk GTIN,1479732.2,2/27/2022,Great Lakes,Conventional,1.300882202
Bagged,826845.63,2/27/2022,Great Lakes,Conventional,1.300882202
PLU 4046,1058655.2,2/27/2022,Great Lakes,Conventional,1.300882202
PLU 4225,465737.66,3/20/2022,Midsouth,Conventional,1.352512372
PLU 4770,8676.16,3/20/2022,Midsouth,Conventional,1.352512372
Bulk GTIN,692271.73,3/20/2022,Midsouth,Conventional,1.352512372
Bagged,1263479.61,3/20/2022,Midsouth,Conventional,1.352512372
PLU 4046,1429093.18,3/20/2022,Midsouth,Conventional,1.352512372
PLU 4225,484535.42,3/13/2022,Midsouth,Conventional,1.30995492
PLU 4770,8748.77,3/13/2022,Midsouth,Conventional,1.30995492
Bulk GTIN,775718.11,3/13/2022,Midsouth,Conventional,1.30995492
Bagged,1326959.64,3/13/2022,Midsouth,Conventional,1.30995492
PLU 4046,1434739.09,3/13/2022,Midsouth,Conventional,1.30995492
PLU 4225,438279.65,3/6/2022,Midsouth,Conventional,1.328973752
PLU 4770,9092.86,3/6/2022,Midsouth,Conventional,1.328973752
Bulk GTIN,683314.66,3/6/2022,Midsouth,Conventional,1.328973752
Bagged,1354321.78,3/6/2022,Midsouth,Conventional,1.328973752
PLU 4046,1289315.93,3/6/2022,Midsouth,Conventional,1.328973752
PLU 4225,483604.35,2/27/2022,Midsouth,Conventional,1.304508996
PLU 4770,9861.83,2/27/2022,Midsouth,Conventional,1.304508996
Bulk GTIN,689900.07,2/27/2022,Midsouth,Conventional,1.304508996
Bagged,1260344.36,2/27/2022,Midsouth,Conventional,1.304508996
PLU 4046,1410592.94,2/27/2022,Midsouth,Conventional,1.304508996
PLU 4225,1697634.24,3/20/2022,Northeast,Conventional,1.589549354
PLU 4770,4186.03,3/20/2022,Northeast,Conventional,1.589549354
Bulk GTIN,373427.17,3/20/2022,Northeast,Conventional,1.589549354
Bagged,1422627.06,3/20/2022,Northeast,Conventional,1.589549354
PLU 4046,1215466.94,3/20/2022,Northeast,Conventional,1.589549354
PLU 4225,1745933.02,3/13/2022,Northeast,Conventional,1.576057165
PLU 4770,3440.22,3/13/2022,Northeast,Conventional,1.576057165
Bulk GTIN,398329.44,3/13/2022,Northeast,Conventional,1.576057165
Bagged,1449440.55,3/13/2022,Northeast,Conventional,1.576057165
PLU 4046,1254347.32,3/13/2022,Northeast,Conventional,1.576057165
PLU 4225,1679510.24,3/6/2022,Northeast,Conventional,1.549523289
PLU 4770,3300.48,3/6/2022,Northeast,Conventional,1.549523289
Bulk GTIN,365640.78,3/6/2022,Northeast,Conventional,1.549523289
Bagged,1471645.29,3/6/2022,Northeast,Conventional,1.549523289
PLU 4046,1205852.63,3/6/2022,Northeast,Conventional,1.549523289
PLU 4225,1947513.38,2/27/2022,Northeast,Conventional,1.483255747
PLU 4770,7582.25,2/27/2022,Northeast,Conventional,1.483255747
Bulk GTIN,409395.15,2/27/2022,Northeast,Conventional,1.483255747
Bagged,1626072.32,2/27/2022,Northeast,Conventional,1.483255747
PLU 4046,1786911.33,2/27/2022,Northeast,Conventional,1.483255747
PLU 4225,296685.42,3/20/2022,Plains,Conventional,1.376801712
PLU 4770,1352.03,3/20/2022,Plains,Conventional,1.376801712
Bulk GTIN,354603.54,3/20/2022,Plains,Conventional,1.376801712
Bagged,552165.78,3/20/2022,Plains,Conventional,1.376801712
PLU 4046,590877.11,3/20/2022,Plains,Conventional,1.376801712
PLU 4225,266157.94,3/13/2022,Plains,Conventional,1.404127983
PLU 4770,1231.5,3/13/2022,Plains,Conventional,1.404127983
Bulk GTIN,307259.84,3/13/2022,Plains,Conventional,1.404127983
Bagged,541023.87,3/13/2022,Plains,Conventional,1.404127983
PLU 4046,608902.54,3/13/2022,Plains,Conventional,1.404127983
PLU 4225,292760.2,3/6/2022,Plains,Conventional,1.356631223
PLU 4770,1543.14,3/6/2022,Plains,Conventional,1.356631223
Bulk GTIN,332300.21,3/6/2022,Plains,Conventional,1.356631223
Bagged,556366.05,3/6/2022,Plains,Conventional,1.356631223
PLU 4046,614103.05,3/6/2022,Plains,Conventional,1.356631223
PLU 4225,399921.43,2/27/2022,Plains,Conventional,1.24417765
PLU 4770,3495.82,2/27/2022,Plains,Conventional,1.24417765
Bulk GTIN,340216.67,2/27/2022,Plains,Conventional,1.24417765
Bagged,584600.18,2/27/2022,Plains,Conventional,1.24417765
PLU 4046,590164.92,2/27/2022,Plains,Conventional,1.24417765
PLU 4225,370946.6,3/20/2022,South Central,Conventional,1.15540804
PLU 4770,26740.41,3/20/2022,South Central,Conventional,1.15540804
Bulk GTIN,1197463.95,3/20/2022,South Central,Conventional,1.15540804
Bagged,1544963.39,3/20/2022,South Central,Conventional,1.15540804
PLU 4046,1678527.69,3/20/2022,South Central,Conventional,1.15540804
PLU 4225,375870.43,3/13/2022,South Central,Conventional,1.174975777
PLU 4770,24476.75,3/13/2022,South Central,Conventional,1.174975777
