County,State,State Abbr,Population
Jasper County,Indiana,IN,"33,405"
Jay County,Indiana,IN,"21,017"
Jefferson County,Indiana,IN,"32,230"
Jennings County,Indiana,IN,"27,648"
Johnson County,Indiana,IN,"151,540"
Knox County,Indiana,IN,"37,333"
Kosciusko County,Indiana,IN,"78,732"
LaGrange County,Indiana,IN,"39,113"
Lake County,Indiana,IN,"486,092"
LaPorte County,Indiana,IN,"110,222"
Lawrence County,Indiana,IN,"45,578"
Madison County,Indiana,IN,"129,329"
Marion County,Indiana,IN,"945,685"
Marshall County,Indiana,IN,"46,586"
Martin County,Indiana,IN,"10,190"
Miami County,Indiana,IN,"36,043"
Monroe County,Indiana,IN,"145,757"
Montgomery County,Indiana,IN,"38,238"
Morgan County,Indiana,IN,"69,633"
Newton County,Indiana,IN,"13,992"
Noble County,Indiana,IN,"47,398"
Ohio County,Indiana,IN,"5,885"
Orange County,Indiana,IN,"19,473"
Owen County,Indiana,IN,"20,898"
Parke County,Indiana,IN,"16,938"
Perry County,Indiana,IN,"18,978"
Pike County,Indiana,IN,"12,391"
Porter County,Indiana,IN,"167,475"
Posey County,Indiana,IN,"25,639"
Pulaski County,Indiana,IN,"12,618"
Putnam County,Indiana,IN,"37,113"
Randolph County,Indiana,IN,"25,112"
Ripley County,Indiana,IN,"28,381"
Rush County,Indiana,IN,"16,639"
St. Joseph County,Indiana,IN,"269,862"
Scott County,Indiana,IN,"23,687"
Shelby County,Indiana,IN,"44,229"
Spencer County,Indiana,IN,"20,491"
Starke County,Indiana,IN,"23,019"
Steuben County,Indiana,IN,"34,329"
Sullivan County,Indiana,IN,"20,710"
Switzerland County,Indiana,IN,"10,641"
Tippecanoe County,Indiana,IN,"190,292"
Tipton County,Indiana,IN,"15,163"
Union County,Indiana,IN,"7,139"
Vanderburgh County,Indiana,IN,"181,427"
Vermillion County,Indiana,IN,"15,593"
Vigo County,Indiana,IN,"107,790"
Wabash County,Indiana,IN,"31,513"
Warren County,Indiana,IN,"8,165"
Warrick County,Indiana,IN,"62,005"
Washington County,Indiana,IN,"27,728"
Wayne County,Indiana,IN,"66,630"
Wells County,Indiana,IN,"27,865"
White County,Indiana,IN,"24,074"
Whitley County,Indiana,IN,"33,475"
Adair County,Iowa,IA,"7,005"
Adams County,Iowa,IA,"3,692"
Allamakee County,Iowa,IA,"13,851"
Appanoose County,Iowa,IA,"12,505"
Audubon County,Iowa,IA,"5,626"
Benton County,Iowa,IA,"25,644"
Black Hawk County,Iowa,IA,"133,077"
Boone County,Iowa,IA,"26,416"
Bremer County,Iowa,IA,"24,747"
Buchanan County,Iowa,IA,"21,007"
Buena Vista County,Iowa,IA,"20,325"
Butler County,Iowa,IA,"14,702"
Calhoun County,Iowa,IA,"9,811"
Carroll County,Iowa,IA,"20,388"
Cass County,Iowa,IA,"13,176"
Cedar County,Iowa,IA,"18,348"
Cerro Gordo County,Iowa,IA,"43,096"
Cherokee County,Iowa,IA,"11,394"
Chickasaw County,Iowa,IA,"12,094"
Clarke County,Iowa,IA,"9,288"
Clay County,Iowa,IA,"16,295"
Clayton County,Iowa,IA,"17,661"
Clinton County,Iowa,IA,"47,248"
Crawford County,Iowa,IA,"17,103"
Dallas County,Iowa,IA,"84,248"
Davis County,Iowa,IA,"8,884"
Decatur County,Iowa,IA,"8,053"
Delaware County,Iowa,IA,"17,288"
Des Moines County,Iowa,IA,"39,613"
Dickinson County,Iowa,IA,"17,109"
Dubuque County,Iowa,IA,"96,763"
Emmet County,Iowa,IA,"9,581"
Fayette County,Iowa,IA,"19,858"
Floyd County,Iowa,IA,"15,857"
Franklin County,Iowa,IA,"10,177"
Fremont County,Iowa,IA,"6,947"
Greene County,Iowa,IA,"9,001"
Grundy County,Iowa,IA,"12,286"
Guthrie County,Iowa,IA,"10,642"
Hamilton County,Iowa,IA,"15,075"
Hancock County,Iowa,IA,"10,887"
Hardin County,Iowa,IA,"17,196"
Harrison County,Iowa,IA,"14,046"
Henry County,Iowa,IA,"19,833"
Howard County,Iowa,IA,"9,257"
Humboldt County,Iowa,IA,"9,530"
Ida County,Iowa,IA,"6,961"
Iowa County,Iowa,IA,"16,192"
Jackson County,Iowa,IA,"19,393"
Jasper County,Iowa,IA,"36,736"
Jefferson County,Iowa,IA,"18,063"
Johnson County,Iowa,IA,"146,928"
Jones County,Iowa,IA,"20,392"
Keokuk County,Iowa,IA,"10,170"
Kossuth County,Iowa,IA,"15,104"
Lee County,Iowa,IA,"34,458"
Linn County,Iowa,IA,"222,188"
Louisa County,Iowa,IA,"11,221"
Lucas County,Iowa,IA,"8,555"
Lyon County,Iowa,IA,"11,780"
Madison County,Iowa,IA,"15,796"
Mahaska County,Iowa,IA,"22,186"
Marion County,Iowa,IA,"33,146"
Marshall County,Iowa,IA,"40,135"
Mills County,Iowa,IA,"15,053"
Mitchell County,Iowa,IA,"10,644"
Monona County,Iowa,IA,"8,786"
Monroe County,Iowa,IA,"7,836"
Montgomery County,Iowa,IA,"10,124"
Muscatine County,Iowa,IA,"42,968"
O'Brien County,Iowa,IA,"13,926"
Osceola County,Iowa,IA,"6,095"
Page County,Iowa,IA,"15,329"
Palo Alto County,Iowa,IA,"9,034"
Plymouth County,Iowa,IA,"25,180"
Pocahontas County,Iowa,IA,"6,854"
Polk County,Iowa,IA,"474,277"
Pottawattamie County,Iowa,IA,"93,518"
Poweshiek County,Iowa,IA,"18,279"
Ringgold County,Iowa,IA,"4,985"
Sac County,Iowa,IA,"9,816"
Scott County,Iowa,IA,"172,135"
Shelby County,Iowa,IA,"11,655"
Sioux County,Iowa,IA,"34,944"
Story County,Iowa,IA,"96,893"
Tama County,Iowa,IA,"17,192"
Taylor County,Iowa,IA,"6,213"
Union County,Iowa,IA,"12,360"
Van Buren County,Iowa,IA,"7,241"
Wapello County,Iowa,IA,"35,265"
Warren County,Iowa,IA,"49,356"
Washington County,Iowa,IA,"22,126"
Wayne County,Iowa,IA,"6,447"
Webster County,Iowa,IA,"36,781"
Winnebago County,Iowa,IA,"10,602"
Winneshiek County,Iowa,IA,"20,427"
Woodbury County,Iowa,IA,"102,686"
Worth County,Iowa,IA,"7,471"
Wright County,Iowa,IA,"12,839"
Allen County,Kansas,KS,"12,670"
Anderson County,Kansas,KS,"7,812"
Atchison County,Kansas,KS,"16,376"
Barber County,Kansas,KS,"4,673"
Barton County,Kansas,KS,"26,878"
Bourbon County,Kansas,KS,"14,624"
Brown County,Kansas,KS,"9,641"
Butler County,Kansas,KS,"66,652"
Chase County,Kansas,KS,"2,632"
Chautauqua County,Kansas,KS,"3,360"
Cherokee County,Kansas,KS,"20,256"
Cheyenne County,Kansas,KS,"2,667"
Clark County,Kansas,KS,"2,065"
Clay County,Kansas,KS,"8,105"
Cloud County,Kansas,KS,"9,070"
Coffey County,Kansas,KS,"8,339"
Comanche County,Kansas,KS,"1,838"
Cowley County,Kansas,KS,"35,650"
Crawford County,Kansas,KS,"39,046"
Decatur County,Kansas,KS,"2,828"
Dickinson County,Kansas,KS,"18,956"
Doniphan County,Kansas,KS,"7,718"
Douglas County,Kansas,KS,"119,662"
Edwards County,Kansas,KS,"2,899"
Elk County,Kansas,KS,"2,511"
Ellis County,Kansas,KS,"28,942"
Ellsworth County,Kansas,KS,"6,302"
Finney County,Kansas,KS,"36,885"
Ford County,Kansas,KS,"34,552"
Franklin County,Kansas,KS,"25,523"
Geary County,Kansas,KS,"35,223"
Gove County,Kansas,KS,"2,622"
Graham County,Kansas,KS,"2,562"
Grant County,Kansas,KS,"7,675"
Gray County,Kansas,KS,"6,031"
Greeley County,Kansas,KS,"1,277"
Greenwood County,Kansas,KS,"6,112"
Hamilton County,Kansas,KS,"2,634"
Harper County,Kansas,KS,"5,667"
Harvey County,Kansas,KS,"34,726"
Haskell County,Kansas,KS,"4,026"
Hodgeman County,Kansas,KS,"1,851"
Jackson County,Kansas,KS,"13,270"
Jefferson County,Kansas,KS,"18,824"
Jewell County,Kansas,KS,"2,880"
Johnson County,Kansas,KS,"586,015"
Kearny County,Kansas,KS,"3,890"
Kingman County,Kansas,KS,"7,417"
Kiowa County,Kansas,KS,"2,507"
Labette County,Kansas,KS,"20,313"
Lane County,Kansas,KS,"1,593"
Leavenworth County,Kansas,KS,"80,244"
Lincoln County,Kansas,KS,"3,077"
Linn County,Kansas,KS,"9,606"
Logan County,Kansas,KS,"2,818"
Lyon County,Kansas,KS,"33,369"
McPherson County,Kansas,KS,"28,429"
Marion County,Kansas,KS,"12,017"
Marshall County,Kansas,KS,"9,789"
Meade County,Kansas,KS,"4,236"
Miami County,Kansas,KS,"32,923"
Mitchell County,Kansas,KS,"6,207"
Montgomery County,Kansas,KS,"32,859"
Morris County,Kansas,KS,"5,558"
Morton County,Kansas,KS,"2,790"
Nemaha County,Kansas,KS,"10,089"
Neosho County,Kansas,KS,"16,127"
Ness County,Kansas,KS,"2,957"
Norton County,Kansas,KS,"5,491"
Osage County,Kansas,KS,"15,811"
Osborne County,Kansas,KS,"3,588"
Ottawa County,Kansas,KS,"5,905"
Pawnee County,Kansas,KS,"6,719"
Phillips County,Kansas,KS,"5,402"
Pottawatomie County,Kansas,KS,"23,605"
Pratt County,Kansas,KS,"9,557"
Rawlins County,Kansas,KS,"2,500"
Reno County,Kansas,KS,"63,184"
Republic County,Kansas,KS,"4,659"
Rice County,Kansas,KS,"9,782"
Riley County,Kansas,KS,"75,172"
Rooks County,Kansas,KS,"5,118"
Rush County,Kansas,KS,"3,054"
Russell County,Kansas,KS,"7,007"
Saline County,Kansas,KS,"54,955"
Scott County,Kansas,KS,"4,979"
Sedgwick County,Kansas,KS,"513,092"
Seward County,Kansas,KS,"22,897"
Shawnee County,Kansas,KS,"178,350"
Sheridan County,Kansas,KS,"2,485"
Sherman County,Kansas,KS,"5,955"
Smith County,Kansas,KS,"3,656"
Stafford County,Kansas,KS,"4,186"
Stanton County,Kansas,KS,"2,105"
Stevens County,Kansas,KS,"5,653"
Sumner County,Kansas,KS,"23,183"
Thomas County,Kansas,KS,"7,847"
Trego County,Kansas,KS,"2,852"
Wabaunsee County,Kansas,KS,"6,884"
Wallace County,Kansas,KS,"1,502"
Washington County,Kansas,KS,"5,564"
Wichita County,Kansas,KS,"2,131"
Wilson County,Kansas,KS,"8,698"
Woodson County,Kansas,KS,"3,189"
Wyandotte County,Kansas,KS,"164,785"
Adair County,Kentucky,KY,"19,259"
Allen County,Kentucky,KY,"20,721"
Anderson County,Kentucky,KY,"22,191"
Ballard County,Kentucky,KY,"8,046"
Barren County,Kentucky,KY,"43,763"
Bath County,Kentucky,KY,"12,246"
Bell County,Kentucky,KY,"27,204"
Boone County,Kentucky,KY,"129,503"
Bourbon County,Kentucky,KY,"20,130"
Boyd County,Kentucky,KY,"48,121"
Boyle County,Kentucky,KY,"29,965"
Bracken County,Kentucky,KY,"8,368"
Breathitt County,Kentucky,KY,"13,177"
Breckinridge County,Kentucky,KY,"19,982"
Bullitt County,Kentucky,KY,"79,222"
Butler County,Kentucky,KY,"12,686"
Caldwell County,Kentucky,KY,"12,634"
Calloway County,Kentucky,KY,"38,733"
Campbell County,Kentucky,KY,"92,257"
Carlisle County,Kentucky,KY,"4,783"
Carroll County,Kentucky,KY,"10,614"
Carter County,Kentucky,KY,"27,304"
Casey County,Kentucky,KY,"15,775"
Christian County,Kentucky,KY,"71,796"
Clark County,Kentucky,KY,"35,851"
Clay County,Kentucky,KY,"20,626"
Clinton County,Kentucky,KY,"10,200"
Crittenden County,Kentucky,KY,"9,131"
Cumberland County,Kentucky,KY,"6,731"
Daviess County,Kentucky,KY,"100,032"
Edmonson County,Kentucky,KY,"12,076"
Elliott County,Kentucky,KY,"7,491"
Estill County,Kentucky,KY,"14,315"
Fayette County,Kentucky,KY,"319,644"
Fleming County,Kentucky,KY,"14,481"
Floyd County,Kentucky,KY,"36,968"
Franklin County,Kentucky,KY,"50,292"
Fulton County,Kentucky,KY,"6,185"
Gallatin County,Kentucky,KY,"8,719"
Garrard County,Kentucky,KY,"17,382"
Grant County,Kentucky,KY,"24,910"
Graves County,Kentucky,KY,"37,217"
Grayson County,Kentucky,KY,"26,093"
Green County,Kentucky,KY,"10,969"
Greenup County,Kentucky,KY,"35,824"
Hancock County,Kentucky,KY,"8,723"
Hardin County,Kentucky,KY,"106,964"
Harlan County,Kentucky,KY,"26,996"
Harrison County,Kentucky,KY,"18,569"
Hart County,Kentucky,KY,"18,541"
Henderson County,Kentucky,KY,"46,212"
Henry County,Kentucky,KY,"15,834"
Hickman County,Kentucky,KY,"4,607"
Hopkins County,Kentucky,KY,"45,598"
Jackson County,Kentucky,KY,"13,364"
Jefferson County,Kentucky,KY,"767,464"
Jessamine County,Kentucky,KY,"52,219"
Johnson County,Kentucky,KY,"22,858"
Kenton County,Kentucky,KY,"164,962"
Knott County,Kentucky,KY,"15,492"
Knox County,Kentucky,KY,"31,471"
Larue County,Kentucky,KY,"14,018"
Laurel County,Kentucky,KY,"60,078"
Lawrence County,Kentucky,KY,"15,839"
Lee County,Kentucky,KY,"6,604"
Leslie County,Kentucky,KY,"10,431"
Letcher County,Kentucky,KY,"22,759"
Lewis County,Kentucky,KY,"13,516"
Lincoln County,Kentucky,KY,"24,382"
Livingston County,Kentucky,KY,"9,198"
Logan County,Kentucky,KY,"26,678"
Lyon County,Kentucky,KY,"8,238"
McCracken County,Kentucky,KY,"65,304"
McCreary County,Kentucky,KY,"17,548"
McLean County,Kentucky,KY,"9,337"
Madison County,Kentucky,KY,"89,532"
Magoffin County,Kentucky,KY,"12,668"
Marion County,Kentucky,KY,"19,135"
Marshall County,Kentucky,KY,"31,280"
Martin County,Kentucky,KY,"11,945"
Mason County,Kentucky,KY,"17,167"
Meade County,Kentucky,KY,"27,959"
Menifee County,Kentucky,KY,"6,449"
Mercer County,Kentucky,KY,"21,405"
Metcalfe County,Kentucky,KY,"10,020"
Monroe County,Kentucky,KY,"10,539"
Montgomery County,Kentucky,KY,"27,666"
Morgan County,Kentucky,KY,"13,260"
Muhlenberg County,Kentucky,KY,"31,150"
Nelson County,Kentucky,KY,"45,497"
Nicholas County,Kentucky,KY,"7,083"
Ohio County,Kentucky,KY,"24,158"
Oldham County,Kentucky,KY,"65,410"
Owen County,Kentucky,KY,"10,668"
Owsley County,Kentucky,KY,"4,472"
Pendleton County,Kentucky,KY,"14,595"
Perry County,Kentucky,KY,"27,197"
Pike County,Kentucky,KY,"60,431"
Powell County,Kentucky,KY,"12,266"
Pulaski County,Kentucky,KY,"64,013"
Robertson County,Kentucky,KY,"2,125"
Rockcastle County,Kentucky,KY,"16,872"
Rowan County,Kentucky,KY,"24,416"
Russell County,Kentucky,KY,"17,769"
Scott County,Kentucky,KY,"53,425"
Shelby County,Kentucky,KY,"46,548"
Simpson County,Kentucky,KY,"17,992"
Spencer County,Kentucky,KY,"18,336"
Taylor County,Kentucky,KY,"25,441"
Todd County,Kentucky,KY,"12,357"
Trigg County,Kentucky,KY,"14,302"
Trimble County,Kentucky,KY,"8,596"
Union County,Kentucky,KY,"14,765"
Warren County,Kentucky,KY,"126,419"
Washington County,Kentucky,KY,"12,109"
Wayne County,Kentucky,KY,"20,728"
Webster County,Kentucky,KY,"13,181"
Whitley County,Kentucky,KY,"36,108"
Wolfe County,Kentucky,KY,"7,189"
Woodford County,Kentucky,KY,"26,118"
Acadia Parish,Louisiana,LA,"62,786"
Allen Parish,Louisiana,LA,"25,680"
Ascension Parish,Louisiana,LA,"121,558"
Assumption Parish,Louisiana,LA,"22,756"
Avoyelles Parish,Louisiana,LA,"40,983"
Beauregard Parish,Louisiana,LA,"36,973"
Bienville Parish,Louisiana,LA,"13,780"
Bossier Parish,Louisiana,LA,"125,920"
Caddo Parish,Louisiana,LA,"248,837"
Calcasieu Parish,Louisiana,LA,"200,568"
Caldwell Parish,Louisiana,LA,"10,074"
Cameron Parish,Louisiana,LA,"6,896"
Catahoula Parish,Louisiana,LA,"9,869"
Claiborne Parish,Louisiana,LA,"16,146"
Concordia Parish,Louisiana,LA,"19,970"
De Soto Parish,Louisiana,LA,"27,190"
East Baton Rouge Parish,Louisiana,LA,"446,677"
East Carroll Parish,Louisiana,LA,"7,235"
East Feliciana Parish,Louisiana,LA,"19,513"
Evangeline Parish,Louisiana,LA,"33,667"
Franklin Parish,Louisiana,LA,"20,370"
Grant Parish,Louisiana,LA,"22,279"
Iberia Parish,Louisiana,LA,"72,971"
Iberville Parish,Louisiana,LA,"32,864"
Jackson Parish,Louisiana,LA,"15,895"
Jefferson Parish,Louisiana,LA,"436,572"
Jefferson Davis Parish,Louisiana,LA,"31,388"
Lafayette Parish,Louisiana,LA,"241,275"
Lafourche Parish,Louisiana,LA,"98,506"
La Salle Parish,Louisiana,LA,"15,022"
Lincoln Parish,Louisiana,LA,"47,473"
Livingston Parish,Louisiana,LA,"139,627"
Madison Parish,Louisiana,LA,"11,486"
Morehouse Parish,Louisiana,LA,"25,894"
Natchitoches Parish,Louisiana,LA,"39,024"
Orleans Parish,Louisiana,LA,"391,843"
Ouachita Parish,Louisiana,LA,"156,897"
Plaquemines Parish,Louisiana,LA,"23,323"
Pointe Coupee Parish,Louisiana,LA,"22,111"
Rapides Parish,Louisiana,LA,"131,845"
Red River Parish,Louisiana,LA,"8,621"
Richland Parish,Louisiana,LA,"20,446"
Sabine Parish,Louisiana,LA,"24,055"
St. Bernard Parish,Louisiana,LA,"45,777"
St. Charles Parish,Louisiana,LA,"52,796"
St. Helena Parish,Louisiana,LA,"10,389"
St. James Parish,Louisiana,LA,"21,433"
St. John the Baptist Parish,Louisiana,LA,"43,401"
St. Landry Parish,Louisiana,LA,"83,768"
St. Martin Parish,Louisiana,LA,"53,771"
St. Mary Parish,Louisiana,LA,"52,069"
St. Tammany Parish,Louisiana,LA,"252,468"
Tangipahoa Parish,Louisiana,LA,"130,619"
Tensas Parish,Louisiana,LA,"4,656"
Terrebonne Parish,Louisiana,LA,"113,006"
Union Parish,Louisiana,LA,"22,528"
Vermilion Parish,Louisiana,LA,"60,074"
Vernon Parish,Louisiana,LA,"51,481"
Washington Parish,Louisiana,LA,"46,387"
Webster Parish,Louisiana,LA,"39,751"
West Baton Rouge Parish,Louisiana,LA,"25,901"
West Carroll Parish,Louisiana,LA,"11,136"
West Feliciana Parish,Louisiana,LA,"15,327"
Winn Parish,Louisiana,LA,"14,532"
Androscoggin County,Maine,ME,"107,296"
Aroostook County,Maine,ME,"68,243"
Cumberland County,Maine,ME,"291,191"
Franklin County,Maine,ME,"29,982"
Hancock County,Maine,ME,"54,509"
Kennebec County,Maine,ME,"121,497"
Knox County,Maine,ME,"39,761"
Lincoln County,Maine,ME,"33,974"
Oxford County,Maine,ME,"57,322"
Penobscot County,Maine,ME,"151,333"
Piscataquis County,Maine,ME,"16,910"
Sagadahoc County,Maine,ME,"35,156"
Somerset County,Maine,ME,"50,546"
Waldo County,Maine,ME,"39,429"
Washington County,Maine,ME,"31,603"
York County,Maine,ME,"202,565"
Allegany County,Maryland,MD,"72,053"
Anne Arundel County,Maryland,MD,"567,254"
Baltimore County,Maryland,MD,"828,682"
Calvert County,Maryland,MD,"91,052"
Caroline County,Maryland,MD,"32,840"
Carroll County,Maryland,MD,"167,100"
Cecil County,Maryland,MD,"102,487"
Charles County,Maryland,MD,"157,292"
Dorchester County,Maryland,MD,"32,276"
Frederick County,Maryland,MD,"246,999"
Garrett County,Maryland,MD,"29,358"
Harford County,Maryland,MD,"250,370"
Howard County,Maryland,MD,"315,416"
Kent County,Maryland,MD,"19,666"
Montgomery County,Maryland,MD,"1,038,846"
Prince George's County,Maryland,MD,"908,501"
Queen Anne's County,Maryland,MD,"49,063"
St. Mary's County,Maryland,MD,"111,750"
Somerset County,Maryland,MD,"25,839"
Talbot County,Maryland,MD,"37,135"
Washington County,Maryland,MD,"149,602"
Wicomico County,Maryland,MD,"102,041"
Worcester County,Maryland,MD,"51,475"
Baltimore city,Maryland,MD,"616,226"
Barnstable County,Massachusetts,MA,"213,559"
Berkshire County,Massachusetts,MA,"127,067"
Bristol County,Massachusetts,MA,"558,070"
Dukes County,Massachusetts,MA,"17,315"
Essex County,Massachusetts,MA,"779,847"
Franklin County,Massachusetts,MA,"70,622"
Hampden County,Massachusetts,MA,"467,778"
Hampshire County,Massachusetts,MA,"161,404"
Middlesex County,Massachusetts,MA,"1,594,664"
Nantucket County,Massachusetts,MA,"11,100"
Norfolk County,Massachusetts,MA,"697,079"
Plymouth County,Massachusetts,MA,"512,207"
Suffolk County,Massachusetts,MA,"792,576"
Worcester County,Massachusetts,MA,"820,320"
Alcona County,Michigan,MI,"10,360"
Alger County,Michigan,MI,"9,129"
Allegan County,Michigan,MI,"114,979"
Alpena County,Michigan,MI,"28,663"
Antrim County,Michigan,MI,"23,079"
Arenac County,Michigan,MI,"15,138"
Baraga County,Michigan,MI,"8,546"
Barry County,Michigan,MI,"59,810"
Bay County,Michigan,MI,"104,411"
Benzie County,Michigan,MI,"17,534"
Berrien County,Michigan,MI,"154,325"
Branch County,Michigan,MI,"43,466"
Calhoun County,Michigan,MI,"134,344"
Cass County,Michigan,MI,"51,282"
Charlevoix County,Michigan,MI,"26,190"
Cheboygan County,Michigan,MI,"25,455"
Chippewa County,Michigan,MI,"37,683"
Clare County,Michigan,MI,"30,387"
Clinton County,Michigan,MI,"77,617"
Crawford County,Michigan,MI,"13,768"
Delta County,Michigan,MI,"36,196"
Dickinson County,Michigan,MI,"25,499"
Eaton County,Michigan,MI,"109,183"
Emmet County,Michigan,MI,"32,875"
Genesee County,Michigan,MI,"408,926"
Gladwin County,Michigan,MI,"25,154"
Gogebic County,Michigan,MI,"15,340"
Grand Traverse County,Michigan,MI,"91,957"
Gratiot County,Michigan,MI,"40,955"
Hillsdale County,Michigan,MI,"45,773"
Houghton County,Michigan,MI,"36,299"
Huron County,Michigan,MI,"31,486"
Ingham County,Michigan,MI,"289,804"
Ionia County,Michigan,MI,"64,187"
Iosco County,Michigan,MI,"25,284"
Iron County,Michigan,MI,"11,167"
Isabella County,Michigan,MI,"71,263"
Jackson County,Michigan,MI,"158,277"
Kalamazoo County,Michigan,MI,"261,304"
Kalkaska County,Michigan,MI,"17,263"
Kent County,Michigan,MI,"643,858"
Keweenaw County,Michigan,MI,"2,139"
Lake County,Michigan,MI,"11,853"
Lapeer County,Michigan,MI,"88,171"
Leelanau County,Michigan,MI,"21,507"
Lenawee County,Michigan,MI,"98,496"
Livingston County,Michigan,MI,"188,547"
Luce County,Michigan,MI,"6,335"
Mackinac County,Michigan,MI,"10,724"
Macomb County,Michigan,MI,"868,534"
Manistee County,Michigan,MI,"24,424"
Marquette County,Michigan,MI,"66,532"
Mason County,Michigan,MI,"28,810"
Mecosta County,Michigan,MI,"43,141"
Menominee County,Michigan,MI,"23,208"
Midland County,Michigan,MI,"83,422"
Missaukee County,Michigan,MI,"15,018"
Monroe County,Michigan,MI,"149,159"
Montcalm County,Michigan,MI,"62,953"
Montmorency County,Michigan,MI,"9,203"
Muskegon County,Michigan,MI,"173,227"
Newaygo County,Michigan,MI,"47,811"
Oakland County,Michigan,MI,"1,251,027"
Oceana County,Michigan,MI,"26,311"
Ogemaw County,Michigan,MI,"20,850"
Ontonagon County,Michigan,MI,"5,939"
Osceola County,Michigan,MI,"23,170"
Oscoda County,Michigan,MI,"8,259"
Otsego County,Michigan,MI,"24,408"
Ottawa County,Michigan,MI,"283,712"
Presque Isle County,Michigan,MI,"12,735"
Roscommon County,Michigan,MI,"23,779"
Saginaw County,Michigan,MI,"192,507"
St. Clair County,Michigan,MI,"159,369"
St. Joseph County,Michigan,MI,"60,790"
Sanilac County,Michigan,MI,"41,405"
Schoolcraft County,Michigan,MI,"7,967"
Shiawassee County,Michigan,MI,"68,542"
Tuscola County,Michigan,MI,"53,276"
Van Buren County,Michigan,MI,"75,267"
Washtenaw County,Michigan,MI,"366,135"
Wayne County,Michigan,MI,"1,760,612"
Wexford County,Michigan,MI,"33,081"
Aitkin County,Minnesota,MN,"15,754"
Anoka County,Minnesota,MN,"346,526"
Becker County,Minnesota,MN,"33,718"
Beltrami County,Minnesota,MN,"46,008"
Benton County,Minnesota,MN,"39,687"
Big Stone County,Minnesota,MN,"5,002"
Blue Earth County,Minnesota,MN,"66,355"
Brown County,Minnesota,MN,"25,272"
Carlton County,Minnesota,MN,"35,555"
Carver County,Minnesota,MN,"100,374"
Cass County,Minnesota,MN,"29,030"
Chippewa County,Minnesota,MN,"12,036"
Chisago County,Minnesota,MN,"54,638"
Clay County,Minnesota,MN,"63,055"
Clearwater County,Minnesota,MN,"8,831"
Cook County,Minnesota,MN,"5,338"
Cottonwood County,Minnesota,MN,"11,367"
Crow Wing County,Minnesota,MN,"63,729"
Dakota County,Minnesota,MN,"417,555"
Dodge County,Minnesota,MN,"20,540"
Douglas County,Minnesota,MN,"37,154"
Faribault County,Minnesota,MN,"13,867"
Fillmore County,Minnesota,MN,"20,916"
Freeborn County,Minnesota,MN,"30,449"
Goodhue County,Minnesota,MN,"46,226"
Grant County,Minnesota,MN,"5,930"
Hennepin County,Minnesota,MN,"1,235,371"
Houston County,Minnesota,MN,"18,703"
Hubbard County,Minnesota,MN,"20,701"
Isanti County,Minnesota,MN,"38,778"
Itasca County,Minnesota,MN,"45,168"
Jackson County,Minnesota,MN,"9,968"
Kanabec County,Minnesota,MN,"15,912"
Kandiyohi County,Minnesota,MN,"42,697"
Kittson County,Minnesota,MN,"4,320"
Koochiching County,Minnesota,MN,"12,610"
Lac qui Parle County,Minnesota,MN,"6,746"
Lake County,Minnesota,MN,"10,514"
Lake of the Woods County,Minnesota,MN,"3,781"
Le Sueur County,Minnesota,MN,"27,772"
Lincoln County,Minnesota,MN,"5,703"
Lyon County,Minnesota,MN,"25,971"
McLeod County,Minnesota,MN,"35,749"
Mahnomen County,Minnesota,MN,"5,484"
Marshall County,Minnesota,MN,"9,369"
Martin County,Minnesota,MN,"19,904"
Meeker County,Minnesota,MN,"23,064"
Mille Lacs County,Minnesota,MN,"25,594"
Morrison County,Minnesota,MN,"32,918"
Mower County,Minnesota,MN,"39,567"
Murray County,Minnesota,MN,"8,305"
Nicollet County,Minnesota,MN,"33,720"
Nobles County,Minnesota,MN,"21,878"
Norman County,Minnesota,MN,"6,534"
Olmsted County,Minnesota,MN,"153,272"
Otter Tail County,Minnesota,MN,"57,820"
Pennington County,Minnesota,MN,"14,206"
Pine County,Minnesota,MN,"28,866"
Pipestone County,Minnesota,MN,"9,248"
Polk County,Minnesota,MN,"31,698"
Pope County,Minnesota,MN,"10,970"
Ramsey County,Minnesota,MN,"541,502"
Red Lake County,Minnesota,MN,"3,987"
Redwood County,Minnesota,MN,"15,216"
Renville County,Minnesota,MN,"14,613"
Rice County,Minnesota,MN,"65,868"
Rock County,Minnesota,MN,"9,392"
Roseau County,Minnesota,MN,"15,557"
St. Louis County,Minnesota,MN,"199,967"
Scott County,Minnesota,MN,"143,309"
Sherburne County,Minnesota,MN,"93,228"
Sibley County,Minnesota,MN,"14,812"
Stearns County,Minnesota,MN,"157,225"
Steele County,Minnesota,MN,"36,644"
Stevens County,Minnesota,MN,"9,810"
Swift County,Minnesota,MN,"9,442"
Todd County,Minnesota,MN,"24,381"
Traverse County,Minnesota,MN,"3,330"
Wabasha County,Minnesota,MN,"21,435"
Wadena County,Minnesota,MN,"13,550"
Waseca County,Minnesota,MN,"18,783"
Washington County,Minnesota,MN,"252,502"
Watonwan County,Minnesota,MN,"11,002"
Wilkin County,Minnesota,MN,"6,323"
Winona County,Minnesota,MN,"50,861"
Wright County,Minnesota,MN,"132,324"
Yellow Medicine County,Minnesota,MN,"9,888"
Adams County,Mississippi,MS,"31,569"
Alcorn County,Mississippi,MS,"37,246"
Amite County,Mississippi,MS,"12,433"
